query,topIntent,conversationName,description,answer,enabled
 ما هي تفاصيل الحساب التي يمكن الحصول عليها؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.acc.detail.view,FAQ:  What are the account details that can be viewed?,, Account type/currency>Branch>Account status>Account opening date>IBAN No.>Net available balance>Amount on hold>Amount under collection>Equivalent balance>Withdrawal limit>Utilized balance>Minimum balance required.,TRUE
Can a primary account be selected for carrying out financial transaction? ,ANS.FAQs.alAhlyNet.nbe.mobile.corp.primari.acc.select.carri.financi.transact,FAQ: Can a primary account be selected for carrying out financial transaction? ,,"Yes, you can select a favorite account to be the primary account for carrying out financial transactions by going to the main menu > Account Settings > Personal Preferences > Primary Account Number",TRUE
 هل يمكنني ضبط حساب اساسي لأجراء المعاملات المالية منه؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.primari.acc.select.carri.financi.transact,FAQ: Can a primary account be selected for carrying out financial transaction? ,,"Yes, you can select a favorite account to be the primary account for carrying out financial transactions by going to the main menu > Account Settings > Personal Preferences > Primary Account Number",TRUE
Can all types of deposits/certificates in different currencies be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.type.deposit.cert.differ.currenc.view,FAQ: Can all types of deposits/certificates in different currencies be viewed?,,"Yes, log in and click on ""Accounts"" from the main menu, select "" Certificates/Deposits"" then click on ""Certificates/Deposits Details"".",TRUE
هل يمكنني عرض جميع انواع الودائع والشهادات بالعملات المختلفة؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.type.deposit.cert.differ.currenc.view,FAQ: Can all types of deposits/certificates in different currencies be viewed?,,"Yes, log in and click on ""Accounts"" from the main menu, select "" Certificates/Deposits"" then click on ""Certificates/Deposits Details"".",TRUE
How can the details of the certificate/deposit be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.cert.deposit.view,FAQ: How can the details of the certificate/deposit be viewed?,,"All the details of deposits and certificates can be viewed through clicking on ""Certificates/Deposits"" on the home page, then click on the certificate/deposit number to view its details.",TRUE
كيف يمكنني الحصول على معلومات تفصيلية عن حسابات الودائع او الشهادات؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.cert.deposit.view,FAQ: How can the details of the certificate/deposit be viewed?,,"All the details of deposits and certificates can be viewed through clicking on ""Certificates/Deposits"" on the home page, then click on the certificate/deposit number to view its details.",TRUE
What are the details of certificates/deposits that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.cert.deposit.view,FAQ: What are the details of certificates/deposits that can be viewed?,,"Certificate/deposit amount and period
Certificate/deposit account number 
Open date 
Maturity date 
Interest rate 
Total maturity amount 
Payout account number 
Available balance 
Blocked amount 
Blocking reason 
Rollover instructions and details 
Interest frequency",TRUE
ما هي التفاصيل الخاصة بالودائع او الشهادات التي يمكنني الحصول عليها؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.cert.deposit.view,FAQ: What are the details of certificates/deposits that can be viewed?,,"Certificate/deposit amount and period
Certificate/deposit account number 
Open date 
Maturity date 
Interest rate 
Total maturity amount 
Payout account number 
Available balance 
Blocked amount 
Blocking reason 
Rollover instructions and details 
Interest frequency",TRUE
Can I open a certificate or deposit through the service?  ,ANS.FAQs.alAhlyNet.nbe.mobile.corp.open.cert.deposit,FAQ: Can I open a certificate or deposit through the service?  ,," Yes, you can open a certificate or deposit through Al Ahly Net/NBE Mobile. Click on ""Accounts"" from the main menu, and select ""Certificates/Deposits"", then click on ""Open Certificates/Deposits"".",TRUE
 هل يمكنني شراء شهادة او ربط وديعة من خلال الخدمة؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.open.cert.deposit,FAQ: Can I open a certificate or deposit through the service?  ,," Yes, you can open a certificate or deposit through Al Ahly Net/NBE Mobile. Click on ""Accounts"" from the main menu, and select ""Certificates/Deposits"", then click on ""Open Certificates/Deposits"".",TRUE
Can I redeem a certificate or deposit through the service?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.redeem.cert.deposit,FAQ: Can I redeem a certificate or deposit through the service?,,"Yes, certificates/deposits can be redeemed through Al Ahly Net/NBE Mobile. Click on ""Accounts"", and select ""Certificates/Deposits"", then click on ""Redeem Certificates/Deposits"".",TRUE
هل يمكنني استرداد شهادة او كسر وديعة من خلال الخدمة؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.redeem.cert.deposit,FAQ: Can I redeem a certificate or deposit through the service?,,"Yes, certificates/deposits can be redeemed through Al Ahly Net/NBE Mobile. Click on ""Accounts"", and select ""Certificates/Deposits"", then click on ""Redeem Certificates/Deposits"".",TRUE
What are the available options for amending certificates or deposits?,ANS.FAQs.alAhlyNet.al.ahly.mobile.corp.avail.option.amend.cert.deposit,FAQ: What are the available options for amending certificates or deposits?,,"To amend rollover instructions with respect to the certificate/deposit status or payout account, click on ""Accounts"", and select  ""Certificates/Deposits"", then click on ""Amend Certificates/Deposits"" ",TRUE
ماهي الخيارات المتاحة للتعديل عليها بالنسبة للشهادات والودائع؟,ANS.FAQs.alAhlyNet.al.ahly.mobile.corp.avail.option.amend.cert.deposit,FAQ: What are the available options for amending certificates or deposits?,,"To amend rollover instructions with respect to the certificate/deposit status or payout account, click on ""Accounts"", and select  ""Certificates/Deposits"", then click on ""Amend Certificates/Deposits"" ",TRUE
How long does it take to process any request to open/amend/redeem certificates/deposits via Al Ahly Net? ,ANS.FAQs.alAhlyNet.nbe.mobile.corp.long.process.request.open.amend.redeem.cert.deposit,FAQ: How long does it take to process any request to open/amend/redeem certificates/deposits via Al Ahly Net? ,,All requests are processed in real time online.,TRUE
كم يستغرق تنفيذ طلب شراء / تعديل / استرداد شهادة او ربط / كسر وديعة من خلال خدمة الاهلي نت؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.long.process.request.open.amend.redeem.cert.deposit,FAQ: How long does it take to process any request to open/amend/redeem certificates/deposits via Al Ahly Net? ,,All requests are processed in real time online.,TRUE
Can the details of the different types of mutual funds be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.differ.type.mutual.fund.view,FAQ: Can the details of the different types of mutual funds be viewed?,,"Yes, log in and select ""Mutual Funds"" from the main menu, then click on ""Investment Details"" to view all the details. ",TRUE
 هل يمكنني عرض تفاصيل صناديق الاستثمار المختلفة؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.differ.type.mutual.fund.view,FAQ: Can the details of the different types of mutual funds be viewed?,,"Yes, log in and select ""Mutual Funds"" from the main menu, then click on ""Investment Details"" to view all the details. ",TRUE
"I do not have a mutual fund account, how can an account be created?",ANS.FAQs.alAhlyNet.nbe.mobile.corp.not.mutual.fund.acc.account.creat,"FAQ: I do not have a mutual fund account, how can an account be created?",,"You can create an investment account for the first time by selecting ""Mutual Funds"", clicking on ""Place Orders"" then ""Purchase Mutual Funds"" to be directed to the page of opening investment accounts in order to select the accounts to be linked to the investment account. ",TRUE
 لا يوجد لدى حساب صناديق استثمار، كيف يمكن انشاء الحساب؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.not.mutual.fund.acc.account.creat,"FAQ: I do not have a mutual fund account, how can an account be created?",,"You can create an investment account for the first time by selecting ""Mutual Funds"", clicking on ""Place Orders"" then ""Purchase Mutual Funds"" to be directed to the page of opening investment accounts in order to select the accounts to be linked to the investment account. ",TRUE
What is the primary account assigned upon opening an investment account?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.primari.acc.assign.upon.open.invest.account,FAQ: What is the primary account assigned upon opening an investment account?,,The primary account is the account which receives the coupons of mutual fund certificates. It can be changed later if you wish.,TRUE
 ما هو الحساب الأساسي الذي يتم تعيينه عند فتح الحساب الاستثماري؟ ,ANS.FAQs.alAhlyNet.nbe.mobile.corp.primari.acc.assign.upon.open.invest.account,FAQ: What is the primary account assigned upon opening an investment account?,,The primary account is the account which receives the coupons of mutual fund certificates. It can be changed later if you wish.,TRUE
What are the details of mutual funds that can be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.mutual.fund.view,FAQ: What are the details of mutual funds that can be viewed?,,"• Outstanding certificate balance
• Current value of outstanding certificate balance
• Latest price of mutual fund certificates 
• Profit share received 
",TRUE
 ما هي تفاصيل صناديق الاستثمار التي أستطيع الحصول عليها؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.mutual.fund.view,FAQ: What are the details of mutual funds that can be viewed?,,"• Outstanding certificate balance
• Current value of outstanding certificate balance
• Latest price of mutual fund certificates 
• Profit share received 
",TRUE
Can the details of settled cheques be viewed?,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.settl.chequ.view,FAQ: Can the details of settled cheques be viewed?,,"Yes, the cheque number, status and amount can be viewed.",TRUE
هل يمكنني الاستعلام عن تفاصيل الشيكات ؟,ANS.FAQs.alAhlyNet.nbe.mobile.corp.detail.settl.chequ.view,FAQ: Can the details of settled cheques be viewed?,,"Yes, the cheque number, status and amount can be viewed.",TRUE
